ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
128,simple,,"Bright Red Bag",1,1,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed ut.","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed ut.",,,taxable,,1,,,0,0,,,,,1,,,150,"Hats, T-shirts",,,https://themesire.com/demo/wp-content/uploads/2022/11/product-bag3.jpg,,,,,,,,,0,color,"Green, Orange, Yellow",1,1,,,,
129,simple,,"Bright Gold Purse With Chain",1,0,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed ut.","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed ut.",,,taxable,,1,,,0,0,,,,,1,,,150,"Hats, T-shirts",,,https://themesire.com/demo/wp-content/uploads/2022/11/product-bag4.jpg,,,,,,,,,0,color,"Pink, Red, Yellow",1,1,,,,
130,simple,,"Black Over-the-shoulder Handbag",1,1,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed ut.","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed ut.",,,taxable,,1,,,0,0,,,,,1,,,150,"Hats, T-shirts",,,https://themesire.com/demo/wp-content/uploads/2022/11/product-bag2.jpg,,,,,,,,,0,color,Black,1,1,,,,
131,simple,,"Light Brown Purse",1,0,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed ut.","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed ut.",,,taxable,,1,,,0,0,,,,,1,,140,150,"Hats, T-shirts",,,https://themesire.com/demo/wp-content/uploads/2022/11/product-bag1.jpg,,,,,,,,,0,,,,,,,,
132,simple,,"Blue Hoodie",1,0,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed.","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed.",,,taxable,,1,,,0,0,,,,,1,,,150,"Sweatshirts &amp; Hoodies",,,https://themesire.com/demo/wp-content/uploads/2022/11/product-hoodie2.jpg,,,,,,,,,0,color,Blue,1,1,,,,
133,simple,,"Green Hoodie",1,0,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed.","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed.",,,taxable,,1,,,0,0,,,,,1,,,150,"Sweatshirts &amp; Hoodies",,,https://themesire.com/demo/wp-content/uploads/2022/11/product-hoodie3.jpg,,,,,,,,,0,color,Green,1,1,,,,
134,simple,,"Red Hoodie",1,0,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed.","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed.",,,taxable,,1,,,0,0,,,,,1,,,150,"Sweatshirts &amp; Hoodies",,,https://themesire.com/demo/wp-content/uploads/2022/11/product-hoodie4.jpg.jpg,,,,,,,,,0,color,Aqua,1,1,,,,
135,simple,,"DNK Green Tshirt",1,0,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed.","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed.",,,taxable,,1,,,0,0,,,,,1,,,150,"Sweatshirts &amp; Hoodies",,,https://themesire.com/demo/wp-content/uploads/2022/11/tshirt5.jpg,,,,,,,,,0,size,"L, M, XL",1,1,color,"Blue, Dark Purple",1,1
136,simple,,"Blue Tshirt",1,0,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed.","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed.",,,taxable,,1,,,0,0,,,,,1,,140,150,"Sweatshirts &amp; Hoodies",,,https://themesire.com/demo/wp-content/uploads/2022/11/tshirt2.jpg,,,,,,,,,0,size,"L, M, XL",1,1,color,"Aqua, Dark Green, Green, Purple",1,1
137,simple,,"Buddha Bracelet",1,0,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .",,,taxable,,1,,,0,0,,,,,1,,140,150,"Hats, T-shirts",,,https://themesire.com/demo/wp-content/uploads/2022/11/product-accessory3.jpg,,,,,,,,,0,,,,,,,,
138,simple,,"Anchor Bracelet",1,1,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed.","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed.",,,taxable,,1,,,0,0,,,,,1,,,150,"Hats, T-shirts",,,https://themesire.com/demo/wp-content/uploads/2022/11/product-accessory2.jpg,,,,,,,,,0,color,"Black, Blue, Brown, Red",1,1,,,,
139,simple,,"Boho Bangle Bracelet",1,1,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed.","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed.",,,taxable,,1,,,0,0,,,,,1,,,150,"Hats, T-shirts",,,https://themesire.com/demo/wp-content/uploads/2022/11/product-accessory1.jpg,,,,,,,,,0,,,,,,,,
140,simple,,"White Underground Tshirt",1,0,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .",,,taxable,,1,,,0,0,,,,,1,,,150,T-shirts,,,https://themesire.com/demo/wp-content/uploads/2022/11/tshirt4.jpg,,,,,,,,,0,color,White,1,1,size,"L, M, XL",1,1
141,simple,,"Purple Tshirt",1,0,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .",,,taxable,,1,,,0,0,,,,,1,,,150,T-shirts,,,https://themesire.com/demo/wp-content/uploads/2022/11/tshirt1.jpg,,,,,,,,,0,color,Yellow,1,1,size,"L, M, XL",1,1
142,simple,,"Flamingo Tshirt",1,1,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .",,,taxable,,1,,,0,0,,,,,1,,,150,T-shirts,,,https://themesire.com/demo/wp-content/uploads/2022/11/tshirt3.jpg,,,,,,,,,0,color,White,1,1,size,"L, M, XL",1,1
143,simple,,"Gray Pattern Tshirt",1,0,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .",,,taxable,,1,,,0,0,,,,,1,,,150,T-shirts,,,https://themesire.com/demo/wp-content/uploads/2022/11/tshirt7.jpg,,,,,,,,,0,color,White,1,1,size,"L, M, XL",1,1
144,simple,,"Lemons Tshirt",1,0,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .",,,taxable,,1,,,0,0,,,,,1,,110,175,T-shirts,,,https://themesire.com/demo/wp-content/uploads/2022/11/tshirt6.jpg,,,,,,,,,0,color,Brown,1,1,size,"L, M, XL",1,1
145,simple,,"Blue Denim Shorts",1,0,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .",,,taxable,,1,,,0,0,,,,,1,,130,150,T-shirts,,,https://themesire.com/demo/wp-content/uploads/2022/11/product-w-jeans1.jpg,,,,,,,,,0,color,Blue,1,1,size,"30, 32, 34, 36",1,1
146,simple,,"Slim Fit Blue Jeans",1,1,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .",,,taxable,,1,,,0,0,,,,,1,,,150,T-shirts,,,https://themesire.com/demo/wp-content/uploads/2022/11/product-w-jeans3.jpg,,,,,,,,,0,color,Blue,1,1,size,"30, 32, 34, 36",1,1
147,simple,,"Basic Gray Jeans",1,1,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .",,,taxable,,1,,,0,0,,,,,1,,,150,T-shirts,,,https://themesire.com/demo/wp-content/uploads/2022/11/product-w-jeans4.jpg,,,,,,,,,0,color,"Blue, Gray",1,1,size,"30, 32, 34, 36",1,1
148,simple,,"Blue Denim Jeans",1,1,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed .",,,taxable,,1,,,0,0,,,,,1,,,150,T-shirts,,,https://themesire.com/demo/wp-content/uploads/2022/11/product-w-jeans2.jpg,,,,,,,,,0,color,Blue,1,1,size,"30, 32, 34, 36",1,1
149,simple,,"Black Hoodie",1,0,visible,"Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed.","Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit sed.",,,taxable,,1,,,0,0,,,,,1,,,150,"Sweatshirts &amp; Hoodies",,,https://themesire.com/demo/wp-content/uploads/2022/11/product-hoodie1.jpg,,,,,,,,,0,color,Black,1,1,,,,
